relation_id,source_candidate_id,target_candidate_id,relation_type,relation_class,anchor_relation,evidence_basis,confidence,provenance_note
FT-REL-3BB0AF02399454,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1938-07,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-72A277BA0B03F0,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1938-08,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-37F53E3B39FDE4,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1938-12,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-6F975DFF36A0AA,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1988-04,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-AC63A21A7D0912,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1988-12,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-6893643E67CFE5,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1988-13,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-026DACBDAB7BE0,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-1988-15,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A75D481E382791,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-2015-01,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-191596071B8466,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-2015-02,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-807D675F05DADB,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-2015-06,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-73613D7618CE20,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-2015-09,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5702FE40ED17AB,FT-SEED-R1B-P-1842-12,FT-SEED-R1B-P-2022-01,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-1D3F17302B2E88,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1842-17,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-AC878A2AD2AB5B,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1842-19,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-9ABB40E3CD3D71,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1842-20,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-13672D4CDEE5EC,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1842-21,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-EF6FA0F3C65119,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1842-26,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-B121077FA14353,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1842-27,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-D006CBC6772432,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1842-28,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-BCDCBD2E9B3885,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1938-19,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-90DA6EEBC6B2FF,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1938-20,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-63D06769F0300D,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1938-21,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-4D9C6217F59D5D,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1938-23,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-33AB9951AAAA62,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1938-24,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-1FC434D1ABB86E,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1938-25,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-87B448569A8DC5,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1938-27,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-CBD6814A47078B,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1938-30,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5622489AA16889,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1988-07,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-415B8EEC115BD1,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1988-08,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-E6E821B6710A4E,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-1988-10,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5F0233DE590A5D,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-2022-22,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-9D74CA14D0424C,FT-SEED-R1B-P-1842-16,FT-SEED-R1B-P-2022-23,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-293CE431435F6B,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-0607-06,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-BACA9304B4BD06,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-0607-07,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5295401A2A9526,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-0607-13,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-C96F43C29678B1,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-0607-16,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-D404DFDC3A0047,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-0607-17,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-F57001C11A4EA8,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-0607-18,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-9FCBA3B958350D,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-0607-19,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-3B978CF4D72AAC,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-0607-20,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-678D1729938349,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-0607-24,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-BC25EBF4FFD1C8,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-0607-28,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-7236492AA52DD7,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1842-23,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-26262D60A2EC7B,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1842-24,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-D467E97753ECA2,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1842-29,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-D481E946ECC5F8,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1938-28,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-1DC6891845723F,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1938-29,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-46389B04B58655,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1988-05,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-53AD0803FA26D3,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1988-09,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5741FC942306B1,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1988-11,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-4A105A4F0313AA,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1988-18,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-92D53DB3605F12,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1988-20,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-AD4604149F71C0,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1988-22,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-3EE60E226DC266,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1988-25,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-75AB7EE69B6752,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-1988-26,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-3A9559E6E5D272,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-08,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-C302E2E3AA0E71,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-11,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-29C06E5245651F,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-12,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-9B568F03B48F5B,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-13,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-D82A42BD58991E,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-14,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A74D2EABA19F7F,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-15,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-D760A172A79E8F,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-16,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A8CA152C846E23,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-18,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-BC16D91BBECA3A,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-20,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-22186298A46408,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-22,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-61178F5FDC7D4D,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-24,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-9B8CAFCE3FE549,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-27,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-81D63592FF22BD,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-28,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-57BAFA348C209C,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2015-29,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-52F0D2E1406796,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2022-24,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-761549C3AC15A9,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2022-26,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-4D0A3598B6BE0F,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2022-27,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-E37DAE73D8F618,FT-SEED-R1B-P-1842-22,FT-SEED-R1B-P-2022-29,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-F2DCC4405CE14C,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-07,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-2B16BF96D83F62,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-08,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-248427BCEE8CD0,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-09,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-694263C69D7110,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-10,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-01A122ED2F83AB,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-12,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-FE00BFE257E333,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-13,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A97BFB1D28BC7E,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-14,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-FEB4FBDF864B8C,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-18,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-16B7205D292DB9,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-19,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-2F571CD5C5C954,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-20,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-34E634192B67B6,FT-SEED-R1B-P-1842-25,FT-SEED-R1B-P-2022-21,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-A8DB29B0856497,FT-SEED-R1B-P-1842-30,FT-SEED-R1B-P-1938-18,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-76846DBC23DB98,FT-SEED-R1B-P-1842-30,FT-SEED-R1B-P-1938-26,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-B0163433E4C02A,FT-SEED-R1B-P-1842-30,FT-SEED-R1B-P-1988-29,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-6D52503205474F,FT-SEED-R1B-P-1842-30,FT-SEED-R1B-P-2015-23,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-CAA5B6B20679D2,FT-SEED-R1B-P-1842-30,FT-SEED-R1B-P-2015-30,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-5B6E4D17C7412C,FT-SEED-R1B-P-1842-30,FT-SEED-R1B-P-2022-11,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-225FF1DE7A1DF2,FT-SEED-R1B-P-1938-01,FT-SEED-R1B-P-0607-08,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-02827C816FF07C,FT-SEED-R1B-P-1938-01,FT-SEED-R1B-P-0607-09,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-287053A18649AF,FT-SEED-R1B-P-1938-01,FT-SEED-R1B-P-1938-02,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-D82D7E60FD826B,FT-SEED-R1B-P-1938-01,FT-SEED-R1B-P-1938-03,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,WITHIN_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-75399924659C84,FT-SEED-R1B-P-1938-01,FT-SEED-R1B-P-1988-01,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
FT-REL-46A9DD89DECC77,FT-SEED-R1B-P-1938-01,FT-SEED-R1B-P-1988-27,SAME_LEXICAL_FAMILY,COMPUTATIONAL_STRUCTURAL,CROSS_ANCHOR,Shared controlled lexical family,HIGH,Derived from controlled candidate metadata; no semantic evolution is asserted.
